일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),"Label(Swell : 1, non-Swell : 0)"
42090.08333,12.5,0.9,0.7,0.4,7.7,0
42090.125,12.5,1,0.7,0.4,7.1,0
42090.16667,12.6,0.8,0.6,0.4,6.6,0
42090.20833,12.5,0.8,0.6,0.4,7.7,0
42090.25,12.5,0.7,0.5,0.3,7.1,0
42090.29167,12.3,0.7,0.5,0.3,6.7,0
42090.33333,12.2,0.8,0.5,0.3,6.5,0
42090.375,12.2,0.6,0.4,0.2,6.2,0
42090.41667,12.1,0.6,0.4,0.3,6.6,0
42090.45833,12.1,0.5,0.4,0.2,5.6,0
42090.5,12.3,0.7,0.4,0.3,7.2,0
42090.54167,12.6,0.6,0.4,0.2,7.2,0
42090.58333,12.5,0.7,0.4,0.3,6.5,0
42090.625,12.6,1.2,0.7,0.5,4.6,0
42090.66667,12.7,1.4,0.8,0.5,4.4,0
42090.70833,12.6,1.3,0.9,0.6,4.2,0
42090.75,12.5,1.3,0.9,0.6,4.5,0
42090.79167,12.4,1,0.8,0.5,4.4,0
42090.83333,12.4,1.1,0.8,0.5,4.9,0
42090.875,12.3,1.1,0.8,0.5,5.1,0
42090.91667,12.2,1.3,0.9,0.5,4.9,0
42090.95833,12.1,1.4,1,0.6,5.1,0
42091,12.1,1.1,0.8,0.5,5.3,0
42091.04167,12.1,1.1,0.7,0.4,5.3,0
42091.08333,12.2,0.8,0.5,0.3,5,0
42091.125,12.2,0.7,0.5,0.3,4.9,0
42091.16667,12.2,0.7,0.5,0.3,5.4,0
42091.20833,12.1,0.7,0.5,0.3,4.9,0
42091.25,12.2,0.6,0.4,0.3,4.9,0
42091.29167,12.2,0.7,0.5,0.3,4.5,0
42091.33333,12.2,0.6,0.4,0.3,4.8,0
42091.375,12.2,0.5,0.4,0.3,4.3,0
42091.41667,12.2,0.7,0.4,0.3,4.7,0
42091.45833,12.3,0.7,0.4,0.3,4.5,0
42091.5,12.3,0.7,0.5,0.3,4.7,0
42091.54167,12.4,0.8,0.5,0.3,4.2,0
42091.58333,12.4,1.3,0.7,0.4,4.1,0
42091.625,12.4,0.9,0.6,0.4,4.3,0
42091.66667,12.5,0.9,0.6,0.4,3.9,0
42091.70833,12.8,1.7,1,0.7,4.7,0
42091.75,12.7,1.7,1.2,0.8,4.8,0
42091.79167,12.6,1.6,1.2,0.8,5,0
42091.83333,12.5,1.3,1,0.6,4.9,0
42091.875,12.5,1.3,0.9,0.5,4.7,0
42091.91667,12.4,1,0.7,0.5,4.5,0
42091.95833,12.4,0.8,0.7,0.4,4.4,0
42092,12.4,0.9,0.6,0.4,4.5,0
42092.04167,12.3,0.9,0.5,0.3,4.3,0
42092.08333,12.3,0.7,0.5,0.4,4.3,0
42092.125,12.3,0.7,0.5,0.3,4.4,0
42092.16667,12.3,0.7,0.5,0.3,4.3,0
42092.20833,12.3,0.6,0.4,0.2,4.6,0
42092.25,12.2,0.4,0.3,0.2,4.4,0
42092.29167,12.2,0.4,0.3,0.2,4.1,0
42092.33333,12.2,0.4,0.3,0.2,4.5,0
42092.375,12.3,0.5,0.3,0.2,4.4,0
42092.41667,12.3,0.5,0.3,0.2,4.6,0
42092.45833,12.4,0.6,0.3,0.2,4.4,0
42092.5,12.5,0.4,0.3,0.2,4.8,0
42092.54167,12.6,0.4,0.3,0.2,5.2,0
42092.58333,12.6,0.4,0.2,0.2,4.9,0
42092.625,12.6,0.4,0.3,0.2,4.4,0
42092.66667,12.6,0.5,0.3,0.2,4.4,0
42092.70833,12.8,0.5,0.3,0.2,4.2,0
42092.75,13.6,0.5,0.3,0.2,4.1,0
42092.79167,13.4,0.5,0.4,0.3,3.6,0
42092.83333,13.7,0.6,0.4,0.3,4.7,0
42092.875,13.5,0.6,0.4,0.3,5.1,0
42092.91667,13.3,0.6,0.4,0.3,5,0
42092.95833,13.1,0.6,0.4,0.2,5.6,0
42093,12.8,0.6,0.4,0.2,4.7,0
42093.04167,12.8,0.4,0.3,0.2,4.1,0
42093.08333,12.7,0.6,0.3,0.2,4.3,0
42093.125,12.6,0.3,0.3,0.2,4.3,0
42093.16667,12.7,0.3,0.2,0.2,4.3,0
42093.20833,12.6,0.4,0.3,0.2,3.9,0
42093.25,12.7,0.3,0.2,0.2,3.9,0
42093.29167,12.8,0.3,0.2,0.2,4.6,0
42093.33333,12.9,0.3,0.2,0.1,4.3,0
42093.375,12.8,0.3,0.2,0.1,4.4,0
42093.41667,13.1,0.3,0.2,0.1,4.8,0
42093.45833,13.1,0.5,0.3,0.2,4.2,0
42093.5,13.2,0.7,0.4,0.3,3.9,0
42093.54167,13.3,0.8,0.5,0.3,4.1,0
42093.58333,13.4,1.1,0.7,0.5,4.5,0
42093.625,13.3,1.3,0.9,0.6,4.3,0
42093.66667,13.1,1.2,0.9,0.6,4.4,0
42093.70833,13.1,1.3,0.9,0.6,4.1,0
42093.75,13.2,1.5,1,0.7,4.3,0
42093.79167,13,1.5,1.1,0.7,4.5,0
42093.83333,12.9,1.5,1,0.7,4.2,0
42093.875,12.7,1.3,0.9,0.6,4.1,0
42093.91667,12.6,1.2,0.8,0.5,4.1,0
42093.95833,12.8,1,0.7,0.5,4.3,0
42094,12.7,0.9,0.6,0.4,4.5,0
42094.04167,12.6,0.7,0.5,0.3,4.5,0
42094.08333,12.6,0.6,0.4,0.3,4.5,0
42094.125,12.6,0.6,0.4,0.3,4.7,0
42094.16667,12.6,0.4,0.3,0.2,4.6,0
42094.20833,12.7,0.4,0.3,0.2,4.3,0
42094.25,12.6,0.4,0.3,0.2,4,0
42094.29167,12.8,0.4,0.3,0.2,3.9,0
42094.33333,12.8,0.4,0.3,0.2,3.9,0
42094.375,13,0.3,0.2,0.2,4.2,0
42094.41667,13.1,0.5,0.3,0.2,4.5,0
42094.45833,13,0.5,0.4,0.2,3.9,0
42094.5,12.7,0.8,0.5,0.3,3.7,0
42094.54167,12.6,0.7,0.5,0.4,3.8,0
42094.58333,13.2,0.7,0.5,0.3,3.7,0
42094.625,13.9,0.8,0.6,0.4,3.4,0
42094.66667,13.8,0.8,0.6,0.4,3.3,0
42094.70833,13.7,1,0.7,0.5,3.4,0
42094.75,13.4,1.1,0.8,0.5,3.6,0
42094.79167,13.3,1.4,0.8,0.5,3.7,0
42094.83333,13.4,1,0.7,0.5,3.7,0
42094.875,13.2,0.8,0.6,0.4,3.9,0
42094.91667,13.2,0.9,0.6,0.4,3.7,0
42094.95833,13,0.9,0.6,0.4,4.3,0
42095,12.9,0.7,0.5,0.3,4.1,0
42095.04167,13.1,0.6,0.4,0.3,4,0
42095.08333,13.3,0.6,0.4,0.3,4,0
42095.125,13.5,0.6,0.4,0.3,4.4,0
42095.16667,13.4,0.7,0.4,0.3,4.4,0
42095.20833,13.5,0.7,0.5,0.3,4.2,0
42095.25,13.5,0.8,0.5,0.4,3.9,0
42095.29167,13.5,1.2,0.7,0.5,4,0
42095.33333,13.4,1.3,1,0.7,4.8,0
42095.375,13.4,2,1.7,1.1,5.6,0
42095.41667,13.4,3.5,2.6,1.5,7.3,0
42095.45833,13.3,3,2.3,1.4,7.4,0
42095.5,13.1,2.6,2,1.2,7.3,0
42095.54167,13.1,2.5,1.8,1.1,7,0
42095.58333,13.2,2.3,1.6,1,6.5,0
42095.625,13.2,1.6,1.2,0.7,5.6,0
42095.66667,12.6,1.5,1.1,0.7,5.3,0
42095.70833,13.3,2.2,1.4,0.9,6.2,0
42095.75,13.4,2.2,1.6,1,6.3,0
42095.79167,13.4,2.1,1.5,1,6.2,0
42095.83333,13.4,2.2,1.5,0.9,6.8,0
42095.875,13.4,2.1,1.6,1,6.9,0
42095.91667,13.4,2.4,1.7,1,6.8,0
42095.95833,13.4,2.1,1.6,1,6.7,0
42096,13.3,1.9,1.5,1,6.7,0
42096.04167,13.2,2.3,1.7,1.1,6.9,0
42096.08333,13.2,2.1,1.5,0.9,6.4,0
42096.125,13.1,2.1,1.4,0.9,6.2,0
42096.16667,13.1,1.6,1.3,0.9,6.1,0
42096.20833,13,1.8,1.4,0.9,5.8,0
42096.25,12.9,1.6,1.2,0.8,5.8,0
42096.29167,13.1,1.7,1.2,0.8,6,0
42096.33333,13.2,1.6,1.1,0.7,5.7,0
42096.375,13.2,1.5,1.1,0.7,6,0
42096.41667,13.2,1.6,1.1,0.7,5.9,0
42096.45833,13.3,1.3,1.1,0.7,5.7,0
42096.5,13.3,1.4,1.1,0.7,5.9,0
42096.54167,13.5,1.4,1,0.6,5.6,0
42096.58333,13.5,1.4,1,0.6,5.6,0
42096.625,13.5,1.3,0.9,0.6,5.7,0
42096.66667,13.5,1.2,0.9,0.6,5.7,0
42096.70833,13.5,1.3,0.9,0.6,5.5,0
42096.75,13.4,1.3,0.9,0.6,5.1,0
42096.79167,13.4,1.2,0.9,0.6,5.4,0
42096.83333,13.3,1.4,1,0.6,4.8,0
42096.875,13.3,1.5,0.9,0.6,5,0
42096.91667,13.3,1.3,0.9,0.6,5,0
42096.95833,13.3,1.7,1.3,0.8,4.4,0
42097,13.2,2.7,1.8,1.2,4.7,0
42097.04167,13.1,3.2,2.2,1.4,5.5,0
42097.08333,13,2.9,2.3,1.5,5.8,0
42097.125,12.9,2.5,2.1,1.3,5.9,0
42097.16667,12.9,2.6,1.9,1.1,6,0
42097.20833,12.9,2.8,1.9,1.2,6.6,0
42097.25,13,2.3,1.7,1.1,6.1,0
42097.29167,13.1,2.7,1.8,1.1,6.2,0
42097.33333,13.2,2.5,1.8,1.1,6.7,0
42097.375,13.1,2.5,1.8,1.1,6.8,0
42097.41667,13.1,2.4,1.6,1,6.5,0
42097.45833,13.3,1.9,1.4,0.8,6.2,0
42097.5,13.7,1.9,1.3,0.8,5.9,0
42097.54167,13.3,1.5,1.1,0.7,6,0
42097.58333,13.2,1.4,1,0.6,5.6,0
42097.625,13.1,1.3,0.9,0.6,5.7,0
42097.66667,13.2,1.3,0.9,0.6,5.6,0
42097.70833,13.6,1.2,0.9,0.6,5.2,0
42097.75,13.6,1.5,0.9,0.6,5.1,0
42097.79167,13.5,1.5,1,0.7,5.1,0
42097.83333,13.5,1.7,1.1,0.7,5,0
42097.875,12.5,1.9,1.2,0.8,5.3,0
42097.91667,12.4,1.7,1.2,0.7,5.2,0
42097.95833,13.4,1.4,1.1,0.7,5.1,0
42098,13.4,1.5,1.3,0.9,5.5,
42098.04167,13.4,2.3,1.5,0.9,5.7,
42098.08333,13.2,2.2,1.5,0.9,5.7,
42098.125,13.1,3,1.8,1.1,5.7,
42098.16667,13.1,2.3,1.6,1,5.7,
42098.20833,13.1,2,1.5,0.9,6,
42098.25,13.2,2.2,1.5,0.9,6,
42098.29167,13.2,1.9,1.6,1,6.1,
42098.33333,13.2,1.9,1.5,1,5.9,
42098.375,13.2,1.9,1.5,1,6.1,
42098.41667,13.2,2,1.5,1,6.4,
42098.45833,13.3,2.1,1.6,1,6.3,
42098.5,13.3,2.3,1.5,1,6.2,
42098.54167,13.4,2.5,1.6,1,6.2,
42098.58333,13.4,2.1,1.6,1,6.1,
42098.625,13.4,2,1.6,1,5.9,
42098.66667,13.3,2.2,1.6,1,6,
42098.70833,13.2,2,1.4,0.9,6,
42098.75,13.1,2.1,1.4,0.9,6.1,
42098.79167,13.1,1.9,1.4,0.9,6.2,
42098.83333,13.1,1.8,1.4,0.9,6.2,
42098.875,13.2,1.6,1.3,0.9,6.3,
42098.91667,13.3,2,1.4,0.9,6.6,
42098.95833,13.4,1.7,1.3,0.8,6.4,
42099,13.4,1.7,1.2,0.8,6.2,0
42099.04167,13.4,1.6,1.2,0.7,6,0
42099.08333,13.4,1.6,1.2,0.7,5.7,0
42099.125,13.3,1.7,1.2,0.7,5.5,0
42099.16667,13.3,1.9,1.4,0.9,5.9,0
42099.20833,13.2,2.3,1.5,0.9,5.8,0
42099.25,13.2,2.3,1.6,1,5.9,0
42099.29167,13.2,2.2,1.6,1,6,0
42099.33333,13.1,1.9,1.3,0.8,6,0
42099.375,13.3,1.9,1.4,0.9,6,0
42099.41667,13.3,2,1.3,0.8,6,0
42099.45833,13.4,1.6,1.2,0.8,6.3,0
42099.5,13.4,1.8,1.3,0.8,6.1,0
42099.54167,13.5,1.7,1.3,0.8,6.1,0
42099.58333,13.5,1.8,1.2,0.7,6.1,0
42099.625,13.6,1.5,1.1,0.7,6.3,0
42099.66667,13.6,1.6,1.1,0.7,6.3,0
42099.70833,13.6,1.4,1,0.7,6.1,0
42099.75,13.6,1.3,1,0.7,6.5,0
42099.79167,13.6,1.4,0.9,0.6,6.3,0
42099.83333,13.6,1.5,1,0.6,6.5,0
42099.875,13.6,1.3,0.9,0.6,6.4,0
42099.91667,13.7,1.3,0.9,0.6,6.4,0
42099.95833,14.1,1.1,0.9,0.5,6.5,0
42100,14.2,1.1,0.9,0.6,6.7,0
42100.04167,14.1,1.3,0.9,0.6,6.4,0
42100.08333,14.1,1.3,0.9,0.6,6.8,0
42100.125,14,1.1,0.8,0.5,6.5,0
42100.16667,13.9,1.1,0.8,0.5,7,0
42100.20833,13.8,1.4,0.9,0.5,7.1,0
42100.25,13.6,1.1,0.8,0.5,7,0
42100.29167,13.5,1.1,0.8,0.5,6.8,0
42100.33333,13.7,0.9,0.8,0.5,6.8,0
42100.375,13.7,1,0.8,0.5,6.4,0
42100.41667,13.9,1.2,0.9,0.5,6.3,0
42100.45833,14.1,1.1,0.8,0.5,6.3,0
42100.5,14.1,1.1,0.8,0.5,5.8,0
42100.54167,14.1,1.2,0.8,0.5,5.8,0
42100.58333,14.2,1.3,0.9,0.6,5.3,0
42100.625,14.1,1.5,1.1,0.7,5.3,0
42100.66667,14.1,1.6,1.1,0.7,5.2,0
42100.70833,14.2,1.5,1.2,0.8,5.3,0
42100.75,14.2,1.6,1,0.6,5.3,0
42100.79167,14.2,1.3,0.9,0.6,5.2,0
42100.83333,14.2,1.2,0.9,0.6,5.4,0
42100.875,14.2,1.2,0.9,0.6,5.3,0
42100.91667,14.2,1.2,0.9,0.6,4.8,0
42100.95833,14.2,1.3,1,0.6,5.6,0
42101,14.1,1.4,1,0.7,5.2,0
42101.04167,14.1,1.8,1.4,0.9,5,0
42101.08333,14.1,1.9,1.5,1,5.2,0
42101.125,14.1,2.5,1.6,1,5.5,0
42101.16667,14,2.5,1.9,1.2,5.8,0
42101.20833,14,2.5,1.8,1.1,5.8,0
42101.25,14,2.7,1.8,1.2,6.2,0
42101.29167,14,3,1.8,1.1,6.5,0
42101.33333,14,2.4,1.8,1.1,6.4,0
42101.375,14,2.6,2,1.2,6.4,0
42101.41667,14,2.6,2,1.3,6.6,0
42101.45833,13.9,2.6,1.7,1.1,6.3,0
42101.5,14,2.5,1.9,1.2,6.9,0
42101.54167,13.9,2.8,2,1.2,6.7,0
42101.625,13.9,3.3,2,1.2,7,0
42101.66667,13.9,2.5,1.9,1.2,6.7,0
42101.70833,13.9,2.5,1.8,1.1,6.8,0
42101.75,13.9,2.5,1.8,1.2,7.2,0
42101.79167,13.9,2.5,1.9,1.2,6.9,0
42101.83333,13.9,2.2,1.7,1,6.4,0
42101.875,13.9,2.2,1.7,1.1,6.5,0
42101.91667,13.9,2.3,1.8,1.1,6.4,0
42101.95833,13.8,2.3,1.9,1.2,6.6,0
42102,13.8,2.6,1.9,1.2,6.4,0
42102.04167,13.8,2.2,1.9,1.2,7,0
42102.08333,13.8,2.6,1.8,1.2,6.7,0
42102.125,13.7,2.6,1.9,1.2,6.1,0
42102.16667,13.8,2.5,1.8,1.1,6.6,0
42102.20833,13.8,2.4,1.8,1.1,6.2,0
42102.25,13.7,2.3,1.7,1.1,6.3,0
42102.29167,13.7,2.4,1.9,1.2,6.4,0
42102.33333,13.7,2.1,1.8,1.1,6.4,0
42102.375,13.7,2.5,1.8,1.1,6.3,0
42102.41667,13.7,2.4,1.8,1.1,6.4,0
42102.45833,13.7,2.8,1.9,1.2,6.3,0
42102.5,13.6,2.2,1.9,1.2,6.6,0
42102.54167,13.6,2.8,1.9,1.2,6.8,0
42102.58333,13.6,2.6,1.9,1.3,6.4,0
42102.625,13.6,2.6,1.9,1.2,6.5,0
42102.66667,13.6,2.7,2,1.2,6.6,0
42102.70833,13.6,2.8,1.8,1.1,6.4,0
42102.75,13.6,2.2,1.7,1,6.4,0
42102.79167,13.6,1.9,1.5,1,6.4,0
42102.83333,13.6,2.1,1.6,1,6.5,0
42102.875,13.6,1.6,1.4,0.8,6.3,0
42102.91667,13.6,2,1.4,0.9,6.1,0
42102.95833,13.6,1.8,1.3,0.8,6.4,0
42103,13.6,1.8,1.3,0.8,6.1,0
42103.04167,13.6,1.7,1.2,0.8,6,0
42103.08333,13.6,1.6,1.2,0.7,6,0
42103.125,13.5,1.4,1.2,0.8,6.1,0
42103.16667,13.5,1.5,1.1,0.7,5.9,0
42103.20833,13.5,1.5,1.1,0.7,6,0
42103.25,13.5,1.3,1.1,0.7,6.1,0
42103.29167,13.5,1.3,1.1,0.7,6,0
42103.33333,13.5,1.6,1,0.6,5.6,0
42103.375,13.5,1.2,0.9,0.6,5.5,0
42103.41667,13.6,1.3,0.9,0.6,5.6,0
42103.45833,13.7,1.1,0.9,0.6,5.5,0
42103.5,13.7,1.4,1,0.6,5.4,0
42103.54167,13.8,1.4,1,0.6,5.7,0
42103.58333,13.8,1.4,0.9,0.6,5.4,0
42103.625,14,1.2,0.9,0.6,5.4,0
42103.66667,13.8,1.1,0.9,0.6,5.4,0
42103.70833,13.9,1.2,0.9,0.5,5.1,0
42103.75,13.8,1.2,0.8,0.5,5.4,0
42103.79167,13.7,1.1,0.7,0.5,5.3,0
42103.83333,13.7,1,0.8,0.5,5.5,0
42103.875,13.7,1.2,0.8,0.5,5.4,0
42103.91667,13.6,1,0.7,0.5,5.3,0
42103.95833,13.7,1,0.7,0.4,5.3,0
42104,13.7,0.8,0.6,0.4,5.1,0
42104.04167,13.7,0.9,0.7,0.4,5.1,0
42104.08333,13.7,0.9,0.7,0.4,5.2,0
42104.125,13.6,0.8,0.6,0.4,5.2,0
42104.16667,13.6,0.9,0.6,0.4,5,0
42104.20833,13.6,0.7,0.6,0.4,4.8,0
42104.25,13.6,0.9,0.7,0.4,5.1,0
42104.29167,13.5,0.9,0.6,0.4,5.3,0
42104.33333,13.6,0.9,0.7,0.4,5,0
42104.375,13.7,1,0.7,0.4,5.2,0
42104.41667,13.8,1,0.7,0.4,4.9,0
42104.45833,13.9,1.1,0.7,0.5,4.8,0
42104.5,13.9,1,0.7,0.5,4.7,0
42104.54167,14,1,0.7,0.5,4.8,0
42104.58333,14.2,1.1,0.7,0.5,4.6,0
42104.625,14.3,1,0.8,0.5,4.4,0
42104.66667,14.4,1,0.8,0.5,4.7,0
42104.70833,14,1.4,0.8,0.5,4.5,0
42104.75,14.1,1.2,0.8,0.5,4.4,0
42104.79167,14.1,1.3,0.9,0.6,4.7,0
42104.83333,14.1,1.2,0.8,0.5,4.8,0
42104.875,14.2,1.2,0.8,0.5,4.9,0
42104.91667,14.1,1.1,0.8,0.5,4.8,0
42104.95833,14.2,1.1,0.8,0.5,4.9,0
42105,14.1,1.1,0.7,0.5,4.8,0
42105.04167,14,1,0.7,0.5,4.9,0
42105.08333,13.9,1.2,0.8,0.5,5,0
42105.125,14,0.9,0.6,0.4,4.8,0
42105.16667,13.9,1,0.7,0.4,4.8,0
42105.20833,13.8,0.8,0.7,0.4,5,0
42105.25,13.8,1,0.7,0.5,5.1,0
42105.29167,13.8,0.9,0.7,0.4,4.8,0
42105.33333,13.9,0.9,0.7,0.4,5.1,0
42105.375,14.1,1,0.6,0.4,4.8,0
42105.41667,14.3,0.9,0.6,0.4,4.9,0
42105.45833,14.5,0.7,0.6,0.4,4.7,0
42105.5,14.7,0.9,0.6,0.4,4.7,0
42105.54167,14.7,0.6,0.5,0.4,4.6,0
42105.58333,14.7,0.7,0.6,0.4,4.6,0
42105.625,14.6,0.8,0.6,0.4,4.5,0
42105.66667,14.7,0.9,0.6,0.4,4.4,0
42105.70833,14.7,0.9,0.6,0.4,4.5,0
42105.75,14.2,0.7,0.6,0.4,4.3,0
42105.79167,14.4,0.8,0.6,0.4,4.2,0
42105.83333,14.3,0.9,0.5,0.3,4.4,0
42105.875,14.3,0.8,0.5,0.4,4.4,0
42105.91667,14.2,0.8,0.5,0.3,4.4,0
42105.95833,14.2,0.9,0.6,0.4,4.6,0
42106,14.2,0.8,0.6,0.4,4.7,0
42106.04167,14.5,0.8,0.6,0.4,4.7,0
42106.08333,14.3,0.8,0.6,0.4,4.8,0
42106.125,14.3,0.8,0.7,0.4,5,0
42106.16667,14.2,0.8,0.7,0.4,4.8,0
42106.20833,14.3,1.1,0.7,0.5,5.2,0
42106.25,14.3,1,0.7,0.4,5,0
42106.29167,14.5,0.9,0.7,0.4,4.8,0
42106.33333,14.5,0.9,0.7,0.4,5,0
42106.375,14.6,0.8,0.6,0.4,4.6,0
42106.41667,14.6,1.1,0.7,0.4,4.8,0
42106.45833,14.6,1.1,0.8,0.5,4.7,0
42106.5,14.7,1.1,0.8,0.5,4.7,0
42106.54167,14.8,1.2,0.8,0.5,4.9,0
42106.58333,15,1.4,1,0.6,5,0
42106.625,15.1,1.4,1,0.6,5,0
42106.66667,15,1.5,1,0.7,5.1,0
42106.70833,15.1,1.6,1.2,0.7,5.2,0
42106.75,15,2,1.3,0.8,5.2,0
42106.79167,14.9,2.1,1.6,1,5.5,0
42106.83333,14.8,2.6,1.9,1.2,5.8,0
42106.875,14.8,3.4,2.4,1.5,5.9,0
42106.91667,14.8,3.9,2.8,1.7,6.8,0
42106.95833,14.8,3.7,2.7,1.7,6.5,0
42107,14.7,3.8,2.8,1.6,6.4,0
42107.04167,14.7,,,,,0
42107.08333,14.7,,,,,0
42107.125,14.7,,,,,0
42107.16667,14.6,,,,,0
42107.20833,14.6,,,,,0
42107.25,14.6,,,,,0
42107.29167,14.6,,,,,0
42107.33333,14.6,,,,,0
42107.375,14.6,,,,,0
42107.41667,14.6,,,,,0
42107.45833,14.6,,,,,0
42107.5,14.5,,,,,0
42107.54167,14.5,,,,,0
42107.58333,14.5,,,,,0
42107.625,14.5,,,,,0
42107.66667,14.4,,,,,0
42107.70833,14.4,,,,,0
42107.75,14.4,,,,,0
42107.79167,14.4,,,,,0
42107.83333,,,,,,0
42107.875,,,,,,0
42107.91667,,,,,,0
42107.95833,,,,,,0
42108,,,,,,0
42108.04167,,,,,,0
42108.08333,,,,,,0
42108.125,,,,,,0
42108.16667,,,,,,0
42108.20833,,,,,,0
42108.25,,,,,,0
42108.29167,,,,,,0
42108.33333,14.4,,,,,0
42108.375,14.4,,,,,0
42108.41667,14.4,,,,,0
42108.45833,14.5,2.8,2,1.2,7.3,0
42108.5,14.5,2.6,1.8,1.1,7,0
42108.54167,14.7,2.2,1.6,1,7.2,0
42108.58333,14.7,2.2,1.8,1.1,7.1,0
42108.625,14.7,2.9,2,1.2,7.3,0
42108.66667,14.8,2.4,2,1.2,7.2,0
42108.70833,14.8,2.7,1.8,1.2,6.7,0
42108.75,14.8,2.6,1.9,1.2,6,0
42108.79167,14.7,2.2,1.5,1,6.1,0
42108.83333,14.7,1.9,1.4,0.9,6,0
42108.875,14.6,1.6,1.3,0.8,6,0
42108.91667,14.6,1.8,1.3,0.8,6.1,0
42108.95833,14.5,1.8,1.3,0.8,6.3,0
42109,14.5,1.8,1.2,0.7,6.1,0
42109.04167,14.5,1.3,1,0.6,5.9,0
42109.08333,14.5,,,,,0
42109.125,14.5,,,,,0
42109.16667,14.5,,,,,0
42109.20833,14.3,,,,,0
42109.25,14.1,,,,,0
42109.29167,13.9,,,,,0
42109.33333,14.5,,,,,0
42109.375,14.5,,,,,0
42109.41667,14.4,,,,,0
42109.45833,14.6,,,,,0
42109.5,14.6,,,,,0
42109.54167,14.7,,,,,0
42109.58333,14.7,,,,,0
42109.625,14.7,,,,,0
42109.66667,14.7,,,,,0
42109.70833,14.7,,,,,0
42109.75,14.7,,,,,0
42109.79167,14.7,,,,,0
42109.83333,14.6,,,,,0
42109.875,14.6,,,,,0
42112.375,13.7,0.5,0.3,0.2,6.7,0
42112.41667,13.8,0.7,0.4,0.2,5,0
42112.45833,14,0.5,0.4,0.2,4.9,0
42112.5,14.1,0.5,0.4,0.3,4.2,0
42112.54167,14,0.6,0.4,0.3,4,0
42112.58333,13.9,0.6,0.4,0.3,3.9,0
42112.625,13.9,0.8,0.6,0.4,3.6,0
42112.66667,13.9,0.9,0.7,0.4,3.6,0
42112.70833,13.7,0.9,0.6,0.4,3.6,0
42112.75,13.6,0.9,0.6,0.4,3.5,0
42112.79167,13.6,0.9,0.6,0.4,3.4,0
42112.83333,13.6,0.7,0.5,0.3,3.4,0
42112.875,13.6,0.9,0.7,0.4,3.5,0
42112.91667,13.5,0.8,0.6,0.4,3.4,0
42112.95833,13.3,0.7,0.5,0.3,3.6,0
42113,13.5,0.6,0.4,0.3,3.9,0
42113.04167,13.4,0.5,0.3,0.2,4,0
42113.08333,13.4,0.5,0.4,0.2,3.7,0
42113.125,13.4,0.6,0.4,0.3,3.7,0
42113.16667,13.4,0.5,0.3,0.2,3.7,0
42113.20833,13.4,0.5,0.3,0.2,3.5,0
42113.25,13.5,0.5,0.4,0.2,3.9,0
42113.29167,13.7,0.5,0.4,0.2,4.1,0
42113.33333,13.9,0.5,0.3,0.2,4.4,0
42113.375,13.9,0.5,0.3,0.2,4.5,0
42113.41667,13.9,0.5,0.4,0.2,4.8,0
42113.45833,14,0.5,0.4,0.3,4.7,0
42113.5,14.1,0.6,0.4,0.3,4.5,0
42113.54167,13.8,0.7,0.5,0.3,4.2,0
42113.58333,13.7,0.9,0.6,0.4,3.6,0
42113.625,14,0.8,0.6,0.4,3.9,0
42113.66667,14.1,0.9,0.6,0.4,4.1,0
42113.70833,14.1,0.8,0.6,0.4,4.3,0
42113.75,14.2,0.7,0.6,0.4,4.2,0
42113.79167,14,0.7,0.6,0.4,4.4,0
42113.83333,13.9,1,0.7,0.4,4.3,0
42113.875,13.9,1.1,0.8,0.5,4.7,0
42113.91667,13.7,1,0.9,0.6,4.8,0
42113.95833,13.4,1.3,0.9,0.6,4.8,0
42114,13.5,1.5,1.1,0.7,5.1,0
42114.04167,13.5,1.7,1.2,0.8,5.2,0
42114.08333,13.4,1.5,1.2,0.7,5.4,0
42114.125,13.4,1.7,1.2,0.7,5.5,0
42114.16667,13.4,1.9,1.2,0.7,5.7,0
42114.20833,13.4,1.3,1,0.7,6.4,0
42114.25,13.3,1.4,1.1,0.7,6,0
42114.29167,13.2,1.9,1.3,0.8,6.2,0
42114.33333,13.2,1.9,1.4,0.9,6.6,0
42114.375,13.2,2.1,1.7,1.1,6.5,0
42114.41667,13.3,2.6,1.9,1.2,7.2,0
42114.45833,13.3,2.3,1.8,1.1,6.4,0
42114.5,13.2,2.9,2,1.2,7.1,0
42114.54167,13.2,2.2,1.7,1.1,6.4,0
42114.58333,13.2,2.4,1.7,1.1,6.9,0
42114.625,13.2,2.2,1.7,1,6.6,0
42114.66667,13.2,2.8,1.8,1.1,6.9,0
42114.70833,13.3,2.2,1.5,0.9,6.5,0
42114.75,13.2,2.2,1.5,0.9,7.1,0
42114.79167,13.2,2.5,1.6,1,7.1,0
42114.83333,13.2,2.1,1.4,0.9,6.2,0
42114.875,13.1,1.6,1.5,0.9,6.8,1
42114.91667,13.1,2.2,1.7,1,7.3,1
42114.95833,13,2.1,1.7,1,7,1
42115,13,2,1.5,1,7.2,1
42115.04167,12.9,1.7,1.5,1,7.5,1
42115.08333,13,1.9,1.4,0.9,7.3,1
42115.125,13,1.9,1.3,0.8,7.1,1
42115.16667,13,1.7,1.3,0.8,7.2,1
42115.20833,13,1.7,1.3,0.8,7.4,1
42115.25,12.9,1.8,1.3,0.8,7.6,1
